fsa,province,city,urban_rural,region_band,shipping_zone_code,active,notes
R9A,MB,The Pas,urban,central,MB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=35
S0A,SK,Canora,rural,central,SK_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=112
S0C,SK,Carnduff,rural,south,SK_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=64
S0E,SK,Tisdale,rural,central,SK_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=44
S0G,SK,Regina Beach,rural,central,SK_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=127
S0H,SK,Bushell Park,rural,central,SK_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=91
S0J,SK,La Ronge,rural,central,SK_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=78
S0K,SK,Warman,rural,central,SK_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=128
S0L,SK,Kindersley,rural,central,SK_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=75
S0M,SK,Canoe Narrows,rural,central,SK_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=63
S0N,SK,Maple Creek,rural,south,SK_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=57
S0P,SK,Creighton,rural,central,SK_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=7
S3N,SK,Yorkton,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=62
S4A,SK,Estevan,urban,south,SK_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=56
S4H,SK,Weyburn,urban,south,SK_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=44
S4L,SK,Emerald Park,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=2
S4N,SK,Regina,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=94
S4P,SK,Regina,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=211
S4R,SK,Regina,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=109
S4S,SK,Regina,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=86
S4T,SK,Regina,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=35
S4V,SK,Regina,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=32
S4W,SK,Regina,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=1
S4X,SK,Regina,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=26
S4Y,SK,Regina,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=1
S6H,SK,Moose Jaw,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=59
S6J,SK,Moose Jaw,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=18
S6V,SK,Prince Albert,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=83
S7H,SK,Saskatoon,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=87
S7J,SK,Saskatoon,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=48
S7K,SK,Saskatoon,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=202
S7L,SK,Saskatoon,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=61
S7M,SK,Saskatoon,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=38
S7N,SK,Saskatoon,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=61
S9A,SK,North Battleford,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=54
S9H,SK,Swift Current,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=37
S9V,SK,Lloydminster,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=25
S9X,SK,Meadow Lake,urban,central,SK_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=19
T0A,AB,Waskatenau,rural,central,AB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=39
T0B,AB,Holden,rural,central,AB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=86
T0C,AB,Stettler,rural,central,AB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=103
T0E,AB,Mayerthorpe,rural,south,AB_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=18
T0G,AB,Tawatinaw,rural,central,AB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=18
T0H,AB,Bezanson,rural,central,AB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=36
T0J,AB,Drumheller,rural,central,AB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=161
T0K,AB,Pincher Creek,rural,south,AB_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=124
T0L,AB,Okotoks,rural,central,AB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=137
T0M,AB,Rocky Mountain House,rural,central,AB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=152
T0P,AB,Chard,rural,central,AB_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=3
T1A,AB,Medicine Hat,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=116
T1B,AB,Medicine Hat,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=39
T1C,AB,Medicine Hat,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=1
T1G,AB,Taber,urban,south,AB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
T1H,AB,Lethbridge,urban,south,AB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=29
T1J,AB,Lethbridge,urban,south,AB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=72
T1K,AB,Lethbridge,urban,south,AB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=57
T1M,AB,Coaldale,urban,south,AB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=25
T1P,AB,Strathmore,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=19
T1R,AB,Brooks,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=60
T1V,AB,High River,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=27
T1W,AB,Canmore,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=40
T1Y,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=96
T2A,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=113
T2B,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=34
T2C,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=45
T2E,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=174
T2G,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=117
T2H,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=51
T2J,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=100
T2K,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=63
T2L,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=34
T2M,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=28
T2N,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=95
T2P,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=392
T2R,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=120
T2S,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=37
T2T,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=25
T2V,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=110
T2W,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=51
T2X,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=29
T2Y,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=19
T2Z,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=43
T3A,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=62
T3B,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=43
T3C,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=56
T3E,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=94
T3G,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=41
T3H,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=22
T3J,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=15
T3K,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=47
T3L,AB,Calgary,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=9
T3Z,AB,Redwood Meadows,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=4
T4A,AB,Airdrie,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=19
T4B,AB,Airdrie,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=26
T4E,AB,Red Deer County,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=1
T4G,AB,Innisfail,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=28
T4H,AB,Olds,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=28
T4J,AB,Ponoka,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=21
T4L,AB,Lacombe,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=27
T4N,AB,Red Deer,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=138
T4P,AB,Red Deer,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=42
T4R,AB,Red Deer,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=17
T4S,AB,Sylvan Lake,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=23
T4V,AB,Camrose,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=25
T5K,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=18
T5M,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=1
T5N,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=3
T5P,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=2
T5R,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=4
T5S,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=2
T5T,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=11
T5Z,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=1
T6A,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=1
T6E,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=11
T6G,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=11
T6H,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=5
T6J,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=4
T6K,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=8
T6L,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=12
T6M,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=2
T6N,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=1
T6R,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=3
T6W,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=5
T6X,AB,Edmonton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=4
T7A,AB,Drayton Valley,urban,south,AB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
T7E,AB,Edson,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=37
T7P,AB,Westlock,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=3
T7S,AB,Whitecourt,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=10
T7V,AB,Hinton,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=4
T7X,AB,Spruce Grove,urban,south,AB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
T8C,AB,Sherwood Park,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=1
T8E,AB,Sherwood Park,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=2
T8G,AB,Sherwood Park,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=7
T8S,AB,Peace River,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=14
T8V,AB,Grande Prairie,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=68
T8W,AB,Grande Prairie,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=1
T9A,AB,Wetaskiwin,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=23
T9C,AB,Vegreville,urban,south,AB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
T9E,AB,Leduc,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=7
T9H,AB,Fort Mcmurray,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=2
T9N,AB,Bonnyville,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=16
T9S,AB,Athabasca,urban,south,AB_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=2
T9V,AB,Lloydminster,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=18
T9W,AB,Wainwright,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=1
T9X,AB,Vermilion,urban,central,AB_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=3
V0A,BC,Golden,rural,central,BC_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=17
V0B,BC,Creston,rural,south,BC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=137
V0C,BC,Jade City,rural,north,BC_NORTH_RURAL,true,source=postal-codes-canada.csv;records=56
V0D,BC,Armstrong,rural,central,BC_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=1
V0E,BC,Enderby,rural,central,BC_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=53
V0G,BC,Kaslo,rural,south,BC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=37
V0H,BC,Grand Forks,rural,south,BC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=34
V0J,BC,Burns Lake,rural,central,BC_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=57
V0K,BC,100 Mile House,rural,central,BC_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=47
V0L,BC,Horsefly,rural,central,BC_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=18
V0M,BC,Agassiz,rural,south,BC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=5
V0N,BC,Whistler,rural,central,BC_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=118
V0P,BC,Gold River,rural,central,BC_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=13
V0R,BC,Chemainus,rural,south,BC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=60
V0S,BC,Victoria,rural,south,BC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=11
V0T,BC,Queen Charlotte,rural,central,BC_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=23
V0V,BC,Port Edward,rural,central,BC_CENTRAL_RURAL,true,source=postal-codes-canada.csv;records=6
V0W,BC,Atlin,rural,north,BC_NORTH_RURAL,true,source=postal-codes-canada.csv;records=1
V0X,BC,Hedley,rural,south,BC_SOUTH_RURAL,true,source=postal-codes-canada.csv;records=12
V1A,BC,Kimberley,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
V1B,BC,Coldstream,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=10
V1C,BC,Cranbrook,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=62
V1E,BC,Salmon Arm,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=55
V1G,BC,Dawson Creek,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=42
V1H,BC,Vernon,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=6
V1J,BC,Fort St. John,urban,north,BC_NORTH_URBAN,true,source=postal-codes-canada.csv;records=78
V1K,BC,Merritt,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=18
V1L,BC,Nelson,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=59
V1M,BC,Langley,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=50
V1N,BC,Castlegar,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=23
V1P,BC,Kelowna,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
V1R,BC,Trail,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=42
V1S,BC,Kamloops,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=23
V1T,BC,Vernon,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=98
V1V,BC,Kelowna,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=14
V1W,BC,Kelowna,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=55
V1X,BC,Kelowna,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=58
V1Y,BC,Kelowna,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=90
V1Z,BC,West Kelowna,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=19
V2A,BC,Penticton,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=110
V2B,BC,Kamloops,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=66
V2C,BC,Kamloops,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=80
V2E,BC,Kamloops,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=23
V2G,BC,Williams Lake,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=58
V2H,BC,Kamloops,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=27
V2J,BC,Quesnel,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=65
V2K,BC,Prince George,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=19
V2L,BC,Prince George,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=50
V2M,BC,Prince George,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=60
V2N,BC,Prince George,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=93
V2P,BC,Chilliwack,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=84
V2R,BC,Chilliwack,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=66
V2S,BC,Abbotsford,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=84
V2T,BC,Abbotsford,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=102
V2V,BC,Mission,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=42
V2W,BC,Maple Ridge,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
V2X,BC,Maple Ridge,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=69
V2Y,BC,Langley,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
V2Z,BC,Langley,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
V3A,BC,Langley,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=86
V3B,BC,Coquitlam,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=85
V3C,BC,Port Coquitlam,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=56
V3E,BC,Coquitlam,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=15
V3G,BC,Abbotsford,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
V3H,BC,Port Moody,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=53
V3J,BC,Coquitlam,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=98
V3K,BC,Coquitlam,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=46
V3L,BC,New Westminster,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=54
V3M,BC,New Westminster,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=98
V3N,BC,Burnaby,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=52
V3R,BC,Surrey,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=88
V3S,BC,Surrey,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=73
V3T,BC,Surrey,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=98
V3V,BC,Surrey,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=38
V3W,BC,Surrey,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=107
V3X,BC,Surrey,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=6
V3Y,BC,Pitt Meadows,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=34
V4A,BC,Surrey,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=57
V4B,BC,White Rock,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=36
V4C,BC,Delta,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=35
V4E,BC,Delta,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
V4G,BC,Delta,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=8
V4K,BC,Delta,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=50
V4L,BC,Delta,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=26
V4M,BC,Delta,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
V4N,BC,Surrey,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=33
V4P,BC,White Rock,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=30
V4R,BC,Maple Ridge,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=6
V4S,BC,Mission,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
V4T,BC,West Kelowna,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
V4V,BC,Oyama,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=38
V4W,BC,Aldergrove,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=51
V4X,BC,Abbotsford,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=5
V4Z,BC,Chilliwack,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=1
V5A,BC,Burnaby,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=26
V5B,BC,Burnaby,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=71
V5C,BC,Burnaby,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=90
V5E,BC,Burnaby,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=42
V5G,BC,Burnaby,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
V5H,BC,Burnaby,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=213
V5J,BC,Burnaby,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=13
V5K,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
V5L,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=52
V5M,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=27
V5N,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=55
V5P,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
V5R,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=29
V5S,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=26
V5T,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=84
V5V,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=16
V5W,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=28
V5X,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=31
V5Y,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=12
V5Z,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=121
V6A,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=64
V6B,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=125
V6C,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=85
V6E,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=152
V6G,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=99
V6H,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=68
